id,expected
0,79.49861609340408
1,102.15110513151485
2,109.07543929410016
3,92.77716526326098
4,115.28772508429654
5,103.95729232564193
6,98.45441060490657
7,115.5113715823764
8,104.71493869231068
9,103.99497468845391
10,90.05005334272003
11,92.62954841969889
12,143.35220076469292
13,91.89129168176511
14,82.04455105731816
15,77.39202029291762
16,121.78793279644273
17,91.89129168176511
18,103.33089981978223
19,88.10158827837313
20,86.90335880931397
21,103.73701452501065
22,85.34882650262693
23,89.68047730169674
24,90.72303370270741
25,87.76506505869699
26,90.72303370270741
27,98.45441060490657
28,89.78331242368832
29,87.85491048399815
30,89.68047730169674
31,79.49861609340408
32,124.48096393082137
33,110.81092707926527
34,98.57579722060123
35,86.90335880931397
36,89.78331242368832
37,125.61315526510408
38,80.81445043804035
39,92.89685154559824
40,90.63473213654648
41,127.40717778906493
42,138.240607233283
43,89.68047730169674
44,89.02525183578398
45,102.34905445048459
46,75.26367615659721
47,102.242766654844
48,90.05005334272003
49,93.21329077085768
50,83.49761895496621
51,92.3766697252854
52,91.89129168176511
53,90.72303370270741
54,77.39202029291762
55,92.3766697252854
56,82.07805039593207
57,110.17845453457959
58,107.3457324886439
59,96.01193622650148
60,107.22227204231166
61,81.21147201621491
62,80.17055236645672
63,87.76506505869699
64,87.76506505869699
65,80.17055236645672
66,77.39202029291762
67,88.10158827837313
68,97.28010195012182
69,88.51725043308923
70,76.38617517387003
71,106.45235216376281
72,87.76506505869699
73,100.1258220359461
74,82.07805039593207
75,87.76506505869699
76,123.22974284532009
77,75.26367615659721
78,86.90335880931397
79,99.97382171337455
80,86.60607627822343
81,94.10581813473807
82,119.28009643082838
83,87.85491048399815
84,91.89129168176511
85,103.73701452501065
86,80.17055236645672
87,75.40647246291321
88,111.36407222476412
89,88.10158827837313
90,106.94682578850039
91,95.15844348739806
92,90.63473213654648
93,82.68408809490799
94,120.95635795977148
95,95.15844348739806
96,82.68408809490799
97,90.72303370270741
98,94.10581813473807
99,86.90335880931397
100,106.45235216376281
101,89.68047730169674
102,102.65352037455703
103,115.5113715823764
104,80.17055236645672
105,106.13580759038922
106,98.45441060490657
107,77.39202029291762
108,79.78870156943444
109,87.56221086383155
110,103.73701452501065
111,143.35220076469292
112,92.3766697252854
113,82.07805039593207
114,82.07805039593207
115,100.19595875605643
116,98.62139611588178
117,98.57579722060123
118,150.41679102121486
119,92.3766697252854
120,82.3379341382722
121,82.3379341382722
122,95.29802932641968
123,106.81464022817377
124,82.96167517471284
125,107.22227204231166
126,106.45235216376281
127,93.75186488683106
128,107.3733546668628
129,77.39202029291762
130,77.39202029291762
