id,expected
0,71.68929618014593
1,91.30670532120074
2,107.89010619798914
3,82.29775145020639
4,121.43113097473184
5,82.70317436426181
6,81.99557622687762
7,123.82028766061246
8,75.28466556389785
9,72.10332065904826
10,86.30669335599612
11,93.45095391325947
12,132.06790404658113
13,83.40953152774053
14,73.91581906802605
15,83.02446706642957
16,117.09861474158696
17,78.86318615252355
18,106.60992601958944
19,73.98185910556363
20,89.52602993351998
21,93.0620569160684
22,51.09548645700703
23,91.48587692097952
24,72.69997564063605
25,79.77024479908172
26,90.00542235796485
27,71.22455366635569
28,75.9945194801796
29,63.17845383230855
30,68.42117167522832
31,73.90009597269673
32,112.91899047856936
33,102.49499761262605
34,105.7615446666944
35,83.22757488145007
36,86.19720625685963
37,148.62312474744843
38,67.11975118528498
39,117.87992279894405
40,75.45662165616636
41,132.2549738253016
42,154.9726954502155
43,90.88865792150645
44,65.47728698285165
45,78.72099123515483
46,56.269139757769125
47,92.06714213434694
48,72.97759525739221
49,64.94169192895987
50,49.57049155018707
51,119.18408196192694
52,76.98445795941473
53,72.92427070404045
54,79.96906627894363
55,100.11747313869333
56,90.1778407979474
57,118.933024160239
58,105.78148491955064
59,88.71847230449481
60,95.30847669117696
61,83.54826761631101
62,70.01371232562963
63,56.12608783402007
64,70.81050469029145
65,76.05290048655102
66,74.16116034641435
67,86.28267144002406
68,63.66423733703287
69,84.3007578623715
70,68.00067390235307
71,115.05991040323009
72,80.60283121141501
73,89.80634928199117
74,66.80915702436053
75,83.77147501592093
76,152.49838895506272
77,55.80169650416068
78,83.22222781580473
79,88.45741397527777
80,60.72215376842192
81,71.40481868756588
82,122.6020967279005
83,64.1466259910569
84,79.77720429980472
85,76.28047767638235
86,68.62770742325333
87,69.81746223987517
88,109.9931958454016
89,81.93862771715669
90,98.08690253053828
91,95.98372759927425
92,76.74574130084446
93,79.61110617946187
94,112.61992097799077
95,83.94581215161081
96,70.32202484023081
97,95.64411519306097
98,93.8726082446598
99,79.91125773457422
100,122.38040176358709
101,71.60522789268975
102,81.78922368954937
103,114.40342098040847
104,73.14566477044363
105,118.96835863804452
106,94.51115596118404
107,81.07810488804864
108,74.5529171036776
109,82.06957853109105
110,93.18262041729484
111,162.2544870913398
112,101.76538316996155
113,68.11190218164379
114,65.55029210091418
115,95.17043170003556
116,102.09126875901093
117,82.43590206923483
118,173.51348398475974
119,85.24135389983539
120,72.65807487954672
121,68.03138467950734
122,107.3572145900062
123,100.76581148960693
124,83.6086935901068
125,82.13621090805547
126,94.02245822270923
127,88.30913014465789
128,85.50434351300062
129,59.74513512506952
130,83.98871103718594
131,114.6996959300225
132,74.11720225390833
133,68.68271662223766
134,78.95751186548272
135,69.7014977308986
136,99.63113013827758
137,88.0441287132639
138,72.03119669630185
139,86.56529792072769
140,57.72223796655189
141,127.70915924098438
142,74.7362871204045
143,89.48997610872124
144,83.25827613241543
145,84.19542314082022
146,139.60272239915403
147,78.06722697076054
148,96.174584981649
149,113.42507137956447
150,79.96239783808532
151,88.65094049980681
152,56.6653148953228
153,98.27461005331658
154,106.99551537058143
155,72.39304973425808
156,62.82213533151519
157,56.18930289562594
158,69.38205432565434
159,108.18026090703151
160,127.87030941294985
161,44.74597522807764
162,78.64608255095531
163,123.84776488231779
164,72.28146947096089
165,142.75269917889568
166,99.57165132177025
167,94.9295783104023
168,80.12469288577613
169,69.28295184852657
170,72.76299920979037
171,86.07314385732657
172,136.72310563540816
173,52.58744911396988
174,101.03516131148307
175,77.21119685214866
176,70.95663812044515
177,90.78367786047855
178,75.83897430614287
179,96.18615043415535
180,115.62808645417226
181,76.70625905107336
182,61.00913077073414
183,70.29205547528085
184,86.13496931897056
185,76.88094088541679
186,92.85777797151046
187,114.22746902206805
188,72.51307629328336
189,75.97877063515806
190,76.92077514998567
191,104.4341949572988
192,115.10593958225769
193,71.07090637560637
194,108.26238175779014
195,72.76329307166675
196,91.43287740420796
197,68.15724291813241
198,99.42543958380958
199,94.53448473779285
200,102.7580779801993
201,53.9760955433611
202,67.9286324110551
203,81.23308490978418
204,96.70612253701043
205,72.51504997809297
206,100.24220745726727
207,69.93740262360615
208,82.00347209590068
209,78.52972732594482
210,69.68949232487105
211,81.31014557661429
212,71.20632808424003
213,103.12028059979573
214,74.08788013966853
215,57.34694383924361
216,98.39356702794119
217,68.74882692146116
218,74.6300839020673
219,80.1583155905397
220,177.9161036030372
221,78.314858215403
222,93.57634027420316
223,66.38720281539075
224,90.35474380973828
225,66.68526181290774
226,72.42027475663103
227,79.07258308910035
228,75.0321274539128
229,73.02585877326776
230,80.9484364967472
231,92.8164315142149
232,82.76075415533407
233,84.36452096821986
234,88.93989767092202
235,72.30945345158153
236,128.17169689050317
237,80.77669479616084
238,82.66198099064083
239,68.05220398251255
240,77.92432326321529
241,74.17079251074854
242,130.8417773551841
243,68.96230478022014
244,159.094582063457
245,93.2857291326505
246,55.10555226923163
247,91.71987274229217
248,97.23593647863365
249,72.39846608033385
250,72.75160627443827
251,82.54222850517473
252,105.45677493473735
253,45.314462706885514
254,95.0186542465349
255,57.14911520179705
256,79.19771830940222
257,113.95872902379115
258,77.79218851957582
259,74.79168227299776
260,76.30868846110293
261,87.90742666840546
262,77.00613943214336
263,76.61251493492972
264,77.08496225345465
265,77.36162082973755
266,111.7428302414769
267,65.30932982078501
268,96.09330368930938
269,96.37025474716354
270,94.20052409651048
271,96.08652501732467
272,72.89530453319091
273,83.02503839635165
274,80.67871421112547
275,137.70642543078998
276,107.8653900875355
277,64.55807207037132
278,92.12984220589937
279,87.48963732538292
280,100.76483356393177
281,110.04513423152015
282,111.99544814534063
283,82.5407016478579
284,77.55956584946381
285,86.44191936762822
286,74.80138832821137
287,85.0004106054841
288,125.2626931126357
289,115.6240584088915
290,137.55671300141307
291,107.0123919459813
292,120.5689561513878
293,79.54316466764709
294,85.55624807388593
295,111.67530024562211
296,83.54390937007449
297,60.218154355616186
298,122.58668832169316
299,66.52906931703878
300,72.47023131115041
301,113.90866355774195
302,126.41634127540509
303,82.85853832817651
304,121.11861114699028
305,80.07613898433536
306,70.53076248598802
307,80.32263402949994
308,101.27254339641526
309,72.01003922034542
310,67.42740505481933
311,133.74804757284693
